+---------------------------------------------------------+
|                                                         |
|           ////////                 ****///              |
|       ///////////////          ********////////         |
|   *//////////////////////   ***********////////////     |
|   *****//////////////////////**********////////////     |
|   *********//////////////////////******////////////     |
|   ************ /////////////////////** ////////////     |
|   ************    ////////////////     ////////////     |
|   ************        /////////        ////////////     |
|   ************            /            ////////////     |
|   ************                         ////////////     |
|   ************                         ////////////     |
|   ************                         ////////////     |
|   ************                         ////////////     |
|    ***********                         ///////////      |
|        *******                         //////           |
|             **                         //               |
|                                                         |
|         MaCh3D, Revolution in Material Testing          |
|     Made in Italy with passion for materials world      |
|                     Since Aug, 2020                     |
|                                                         |
+---------------------------------------------------------+
|             MaCh S/N:              |
|                 MaCh FW  version: 0.0.0                  |
|                 MaChWare version: 1.0.0                  |
+---------------------------------------------------------+

2023-06-05
11:25:12

+---------------------------------------------------------+
|                         ROUTINE                         |
+---------------------------------------------------------+

ID;;0
Name;;
Description;;
STR1 GF;;0.0010
STR2 GF;;0.0010
LOAD cpr th;(N);-4999
LOAD ext th;(N);4999
EXTS cpr th;(mm);0.00
EXTS ext th;(mm);0.00
STR1 cpr th;(mm/mm);0.00
STR1 ext th;(mm/mm);0.00
STR2 cpr th;(mm/mm);0.00
STR2 ext th;(mm/mm);0.00
TMP1 low th;(deg_C);0.0
TMP1 high th;(deg_C);0.0
TMP2 low th;(deg_C);0.0
TMP2 high th;(deg_C);0.0

+---------------------------------------------------------+
WIDTH;THICKNESS;INTERAXIS;EXTS_LENGTH;CS_LENGTH
[12.91, 12.9, 12.94];[2.84, 2.88, 2.87];122.3;57.0;50.0

TIME;DISP;LOAD;EXTS;ENC1;ENC2;STR1;STR2;TMP1;TMP2
-;-;ON;ON;ON;OFF;OFF;OFF;ON;OFF
(ms);(mm);(N);(mm);(mm);(mm);(mm/mm);(mm/mm);(deg_C);(deg_C)

8400.0;0.684811237968;209.94154887295997;0.09181695999999999;0.012014232245052632;0.0016108238596491227;5.676439790774388;0.08541916310787201
8600.0;0.7018217735265;215.279721083392;0.09399104;0.012312662693447367;0.0016489656140350876;5.820774312968653;0.08816808462142944
8800.0;0.7182835821315;225.318671807488;0.096064;0.012601466353184211;0.0016853333333333332;6.092209384557864;0.09090987592935562
9000.0;0.7352941176900001;230.099124533248;0.09813696;0.012899896801578948;0.001721701052631579;6.2214641805527275;0.09364324063062668
9200.0;0.751755926295;235.11859989529597;0.10228287999999999;0.013188700461315789;0.00179443649122807;6.357181716347332;0.09636560827493668
9400.0;0.7687664618535;239.978726833152;0.1044064;0.013487130909710526;0.0018316912280701755;6.48859075894211;0.09907699376344681
9600.0;0.7852282704585001;250.495722829824;0.10658047999999999;0.01377593456944737;0.0018698329824561402;6.772951310130808;0.10177868604660034
9800.0;0.802238806017;255.276175555584;0.108704;0.014074365017842106;0.0019070877192982456;6.902206106125671;0.10446813702583313
10000.0;0.818700614622;260.215976705536;0.11284991999999999;0.014363168677578947;0.0019798231578947367;7.035769395320362;0.10714791715145111
10200.0;0.8351624232270001;264.83708100710396;0.11472064;0.01465197233731579;0.0020126428070175438;7.160715698115396;0.10981673747301102
10400.0;0.8521729587855;274.158963822336;0.11669247999999999;0.014950402785710528;0.00204723649122807;7.412762550305379;0.11247719079256058
10600.0;0.8686347673904999;279.098764972288;0.11871488;0.015239206445447368;0.002082717192982456;7.546325839500071;0.11512928456068039
10800.0;0.8856453029490001;284.43693718272;0.12311359999999999;0.015537636893842107;0.0021598877192982456;7.690660361694334;0.1177755817770958
11000.0;0.902107111554;289.854783605248;0.12533824;0.015826440553578947;0.00219891649122807;7.837149130488512;0.12041866034269333
11200.0;0.9191176471125;299.97340854144;0.1274112;0.016124871001973684;0.0022352842105263157;8.110738448677639;0.12306109815835953
11400.0;0.9355794557175001;304.35549020672;0.12943359999999998;0.01641367466171053;0.0022707649122807013;8.22922201167293;0.1257067620754242
11600.0;0.9520412643225;308.33920081151996;0.13292224;0.01670247832144737;0.0023319691228070173;8.336934341668647;0.12835948169231415
11800.0;0.969051799881;313.11965353728;0.13509632;0.017000908769842105;0.0023701108771929822;8.46618913766351;0.13102184236049652
12000.0;0.9855136084860001;323.397626897664;0.1372704;0.01728971242957895;0.002408252631578947;8.744086949052466;0.13370151817798615
12200.0;1.0025241440445;328.576450683904;0.13939392;0.017588142877973684;0.0024455073684210528;8.8841129780469;0.1363997906446457
12400.0;1.0189859526495;333.35690340966397;0.14353984;0.017876946537710527;0.002518242807017544;9.013367774041763;0.13912561535835266
12600.0;1.035996488208;338.137356135424;0.14551168;0.018175376986105263;0.00255283649122807;9.142622570036625;0.14187899231910706
12800.0;1.052458296813;346.74217104179195;0.14733184;0.018464180645842106;0.0025847691228070174;9.375281202827377;0.1446675807237625
13000.0;1.0694688323715;350.88523007078396;0.14894976;0.018762611094236843;0.002613153684210526;9.487302026022926;0.14749263226985931
13200.0;1.0859306409765;355.74535700864;0.15087103999999998;0.019051414753973685;0.0026468603508771928;9.618711068617703;0.15035799145698547
13400.0;1.1023924495815;361.24287764326397;0.15542144;0.019340218413710527;0.0027266919298245614;9.767354084011796;0.15326744318008423
13600.0;1.11940298514;367.138769338368;0.15789888;0.019638648862105264;0.002770155789473684;9.926768332405459;0.15621966123580933
13800.0;1.135864793745;378.61185588019197;0.16027519999999998;0.019927452521842103;0.0028118456140350874;10.23697984279313;0.15921977162361145
14000.0;1.1528753293035001;384.4280733632;0.16275264;0.020225882970236843;0.0028553094736842107;10.39423984458688;0.16226643323898315
14200.0;1.1693371379085;390.16461663411195;0.1676064;0.020514686629973685;0.0029404631578947367;10.549345599780715;0.1653621643781662
14400.0;1.186347673467;396.06050832921596;0.17008384;0.020813117078368422;0.0029839270175438595;10.70875984817438;0.16850565373897552
14600.0;1.2028094820720001;408.649033840384;0.17276351999999998;0.021101920738105264;0.0030309389473684206;11.049130810960852;0.17169810831546783
14800.0;1.2198200176305;415.42134186854395;0.17554431999999998;0.0214003511865;0.0030797249122807013;11.232241771953573;0.174940824508667
15000.0;1.2362818262355;422.11397568460796;0.18115647999999998;0.021689154846236843;0.0031781838596491225;11.413198486346381;0.17823243141174316
15200.0;1.2527436348405;428.48791265228795;0.18383616;0.021977958505973685;0.003225195789473684;11.58553821433953;0.18157285451889038
15400.0;1.269754170399;441.15611237555197;0.18646527999999998;0.022276388954368422;0.003271320701754386;11.928063423725918;0.18496212363243103
15600.0;1.286215979004;447.60972355532795;0.18914496;0.022565192614105264;0.0033183326315789474;12.102557398318982;0.188401460647583
15800.0;1.3032265145625;454.1430089472;0.194656;0.022863623062499998;0.003415017543859649;12.279205619511961;0.19188818335533142
16000.0;1.3196883231675;460.91531697536;0.19758847999999998;0.023152426722236844;0.0034664645614035086;12.462316580504684;0.19542361795902252
16200.0;1.336698858726;474.69895566796794;0.2004704;0.02345085717063158;0.003517024561403509;12.83500124228987;0.1990050971508026
16400.0;1.353160667331;481.869634756608;0.20335231999999998;0.02373966083036842;0.0035675845614035083;13.028883436282166;0.20263515412807465
16600.0;1.3701712028895;489.11998805734396;0.20941952;0.024038091278763156;0.0036740266666666667;13.224919876874374;0.2063112109899521
16800.0;1.3866330114945;496.21099293388795;0.21240256;0.0243268949385;0.0037263607017543857;13.416647824266754;0.2100319266319275
17000.0;1.4030948200995;509.91495741439996;0.21528448;0.02461569859823684;0.003776920701754386;13.787178239452027;0.21379852294921875
17200.0;1.420105355658;517.4043333514239;0.21826752;0.024914129046631577;0.003829254736842105;13.989677419843977;0.21760965883731842
17400.0;1.436567164263;525.212406136832;0.22468864;0.025202932706368423;0.003941905964912281;14.200793586635589;0.22146277129650116
17600.0;1.4535776998215;532.62210786176;0.2277728;0.025501363154763156;0.003996014035087719;14.401138520427626;0.22535908222198486
17800.0;1.4700395084264999;547.680533947904;0.23085696;0.0257901668145;0.004050122105263158;14.808291127811444;0.22929726541042328
18000.0;1.487050043985;554.7715388244479;0.23424447999999998;0.02608859726289474;0.004109552280701754;15.000019075203822;0.23327475786209106
18200.0;1.50351185259;562.021892125184;0.24026112;0.026377400922631578;0.004215107368421052;15.196055515796031;0.23729278147220612
18400.0;1.5205223881485;569.6706164863999;0.24349695999999998;0.026675831371026314;0.0042718764912280695;15.40286318938781;0.24134741723537445
18600.0;1.5369841967535;577.5583634839039;0.24683391999999998;0.02696463503076316;0.004330419649122807;15.616133602779334;0.2454412281513214
18800.0;1.5534460053585;593.5728801152;0.25022143999999996;0.0272534386905;0.004389849824561403;16.049137169362126;0.2495703250169754
19000.0;1.570456540917;601.7793239610879;0.25355839999999996;0.027551869138894736;0.00444839298245614;16.271024569153305;0.2537347078323364
19200.0;1.586918349522;610.2247904432639;0.26053568;0.02784067279863158;0.004570801403508772;16.49937470874423;0.25793302059173584
19400.0;1.6039288850805;618.351560077056;0.26387264;0.028139103247026315;0.004629344561403508;16.7191078619355;0.26216399669647217
19600.0;1.6203906936855;633.80835722368;0.26705792;0.028427906906763157;0.004685226666666667;17.137031702318886;0.2664262652397156
19800.0;1.637401229244;641.6164300090879;0.27029376;0.028726337355157894;0.004741995789473684;17.348147869110495;0.27071988582611084
20000.0;1.653863037849;649.74319964288;0.2770688;0.029015141014894736;0.004860856140350877;17.567881022301762;0.27504217624664307
20200.0;1.6708735734075;657.8699692766719;0.28050687999999996;0.029313571463289473;0.004921173333333332;17.787614175493026;0.2793944776058197
20400.0;1.6873353820124999;674.3625311805439;0.28399552;0.029602375123026315;0.004982377543859649;18.233543221675305;0.28377410769462585
20600.0;1.7037971906175;682.2502781780479;0.28738304;0.029891178782763157;0.005041807719298245;18.446813635066828;0.28817984461784363
20800.0;1.720807726176;690.3770478118399;0.29415808;0.030189609231157894;0.005160668070175439;18.666546788258096;0.2926129102706909
21000.0;1.7372695347809999;698.34446902144;0.29744447999999996;0.030478412890894736;0.005218324210526315;18.881971448249534;0.2970707416534424
21200.0;1.7542800703395;714.5980082890239;0.30088255999999997;0.030776843339289473;0.005278641403508771;19.32143775463207;0.30155202746391296
21400.0;1.7707418789445;722.8044521349119;0.3043712;0.031065646999026315;0.005339845614035088;19.543325154423247;0.3060593008995056
21600.0;1.787752414503;731.0108959807999;0.31134848;0.03136407744742105;0.005462254035087719;19.76521255421443;0.31058868765830994
21800.0;1.804214223108;739.4563624629759;0.31498879999999996;0.031652881107157894;0.0055261192982456134;19.99356269380535;0.3151426911354065
22000.0;1.820676031713;756.1082727910399;0.31847744;0.03194168476689473;0.00558732350877193;20.443800233187456;0.31971755623817444
22200.0;1.8376865672715;764.2350424248319;0.32191551999999996;0.032240115215289473;0.005647640701754385;20.663533386378724;0.32431697845458984
22400.0;1.8541483758765;772.521160482816;0.32904448;0.03252891887502632;0.005772710175438596;20.88757503276982;0.3289371430873871
22600.0;1.871158911435;781.285323813376;0.33273536;0.03282734932342105;0.00583746245614035;21.124542158760402;0.33357927203178406
22800.0;1.88762072004;798.654302050304;0.33647679999999996;0.03311615298315789;0.005903101754385964;21.59416791754174;0.33824342489242554
23000.0;1.9046312555984999;807.418465380864;0.34016768;0.03341458343155263;0.005967854035087719;21.83113504353232;0.3429282009601593
23200.0;1.9210930642035;815.704583438848;0.34744832;0.03370338709128948;0.006095584561403508;22.055176689923414;0.3476349413394928
23400.0;1.938103599762;824.150049921024;0.35103808;0.03400181753968421;0.006158562807017543;22.28352682951434;0.3523634970188141
23600.0;1.954565408367;832.675190615296;0.3546784;0.034290621199421056;0.006222428070175439;22.514031215705177;0.35711267590522766
23800.0;1.9715759439255;849.6457977917439;0.35831872;0.03458905164781579;0.006286293333333333;22.97288574148694;0.36188244819641113
24000.0;1.9880377525305;858.330286910208;0.3620096;0.03487785530755263;0.006351045614035087;23.207698620877608;0.36667147278785706
24200.0;2.0044995611355003;867.094450240768;0.36954304;0.03516665896728948;0.006483211228070176;23.44466574686819;0.371482253074646
24400.0;2.021510096694;876.0976362076159;0.37333503999999995;0.035465089415684214;0.006549737543859648;23.68809561265851;0.37631097435951233
24600.0;2.037971905299;893.4666144445439;0.37712703999999997;0.03575389307542105;0.0066162638596491226;24.157721371439848;0.3811601996421814
24800.0;2.0549824408575;901.991755138816;0.38081792;0.036052323523815794;0.0066810161403508764;24.38822575763069;0.3860273063182831
25000.0;2.0714442494625;910.5168958330879;0.38825023999999997;0.03634112718355263;0.006811407719298245;24.618730143821526;0.3909122943878174
25200.0;2.0884547850210002;919.2810591636479;0.39209279999999996;0.03663955763194737;0.006878821052631578;24.855697269812108;0.395816445350647
25400.0;2.104916593626;937.1280826731519;0.39598592;0.03692836129168421;0.006947121403508772;25.338248508192926;0.40073713660240173
25600.0;2.1219271291845003;945.9719202158079;0.39982848;0.03722679174007895;0.007014534736842105;25.577369880783426;0.4056756794452667
25800.0;2.1383889377895002;954.6564093342719;0.40746304;0.03751559539981579;0.007148474385964912;25.81218276017409;0.4106332063674927
26000.0;2.1548507463945;963.3408984527359;0.41125503999999996;0.037804399059552636;0.0072150007017543856;26.04699563956476;0.4156073033809662
26200.0;2.1718612819530003;980.8692251138559;0.41504704;0.038102829507947376;0.007281527017543859;26.520929891545922;0.42060041427612305
26400.0;2.1883230905580002;989.6333884444159;0.4188896;0.038391633167684215;0.007348940350877193;26.757897017536504;0.4256123900413513
26600.0;2.2053336261165;998.5569001991679;0.42667584;0.03869006361607895;0.007485541052631579;26.999172636726914;0.4306434094905853
26800.0;2.2217954347215003;1007.4804119539199;0.43067007999999996;0.038978867275815794;0.007555615438596491;27.240448255917325;0.43569454550743103
27000.0;2.23880597028;1025.566458099712;0.43466432;0.03927729772421053;0.007625689824561403;27.72946223409789;0.4407670497894287
27200.0;2.255267778885;1034.4899698544639;0.43855743999999997;0.039566101383947366;0.0076939901754385955;27.9707378532883;0.4458608627319336
27400.0;2.2722783144435;1043.2541331850239;0.4464448;0.03986453183234211;0.007832364912280702;28.20770497927888;0.45097604393959045
27600.0;2.2887401230485;1052.09797072768;0.45033791999999995;0.040153335492078945;0.007900665263157894;28.446826351869376;0.45611372590065
27800.0;2.3057506586070002;1069.785645812992;0.45428159999999995;0.040451765940473686;0.007969852631578947;28.925069097050372;0.46127140522003174
28000.0;2.322212467212;1078.78883177984;0.45827584;0.04074056960021053;0.00803992701754386;29.168498962840694;0.46645039319992065
28200.0;2.338674275817;1088.031040382976;0.46631488;0.04102937325994737;0.008180962807017543;29.418391568430764;0.47165045142173767
28400.0;2.3556848113755002;1096.954552137728;0.47030911999999997;0.04132780370834211;0.008251037192982456;29.65966718762117;0.47686925530433655
28600.0;2.3721466199805;1114.4828787988479;0.47430335999999995;0.04161660736807895;0.008321111578947368;30.133601439602334;0.482107937335968
28800.0;2.3891571555390003;1123.087693705216;0.47819648;0.04191503781647369;0.00838941192982456;30.366260072393093;0.48736268281936646
29000.0;2.4056189641440002;1132.090879672064;0.48618495999999994;0.04220384147621053;0.008529560701754386;30.609689938183415;0.4926348030567169
29200.0;2.4226294997025004;1141.0940656389118;0.49028032;0.04250227192460527;0.008601409122807017;30.853119803973737;0.49792176485061646
29400.0;2.4390913083075003;1150.09725160576;0.49437568;0.042791075584342114;0.008673257543859648;31.096549669764066;0.5032235980033875
29600.0;2.456101843866;1168.342646175744;0.49857216;0.04308950603273684;0.00874688;31.589872141144458;0.5085363984107971
29800.0;2.4725636524710004;1177.106809506304;0.50261696;0.04337830969247369;0.008817841403508771;31.82683926713504;0.5138615965843201
30000.0;2.4890254610760003;1185.9506470489598;0.5107065599999999;0.04366711335221053;0.008959764210526314;32.06596063972553;0.5191964507102966
30200.0;2.5060359966345;1194.7944845916159;0.5147008;0.043965543800605265;0.009029838596491228;32.30508201231603;0.5245399475097656
30400.0;2.5224978052395004;1212.6415081011198;0.51884672;0.04425434746034211;0.00910257403508772;32.78763325069685;0.5298907160758972
30600.0;2.539508340798;1221.644694067968;0.52299264;0.044552777908736844;0.009175309473684211;33.031063116487175;0.5352486968040466
30800.0;2.555970149403;1230.4885316106238;0.53118336;0.04484158156847368;0.009319006315789474;33.27018448907767;0.5406103134155273
31000.0;2.5729806849615002;1239.173020729088;0.53522816;0.045140012016868424;0.009389967719298245;33.50499736846834;0.5459754467010498
31200.0;2.5894424935665;1256.701347390208;0.53927296;0.04542881567660526;0.009460929122807018;33.9789316204495;0.5513441562652588
31400.0;2.6064530291250003;1265.385836508672;0.54336832;0.045727246125;0.00953277754385965;34.21374449984017;0.5567138195037842
31600.0;2.6229148377300002;1274.149999839232;0.55166016;0.04601604978473685;0.00967824842105263;34.45071162583075;0.5620834231376648
31800.0;2.639376646335;1282.993837381888;0.55575552;0.04630485344447369;0.009750096842105262;34.68983299842125;0.5674527883529663
32000.0;2.6563871818935003;1300.840860891392;0.559952;0.04660328389286843;0.009823719298245614;35.17238423680207;0.5728207230567932
32200.0;2.6728489904985;1309.8440468582398;0.56419904;0.046892087552605266;0.009898228771929824;35.41581410259239;0.57818603515625
32400.0;2.6898595260570004;1318.448861764608;0.57254144;0.047190518001000006;0.010044586666666666;35.64847273538315;0.5835487842559814
32600.0;2.7063213346620003;1327.0536766709758;0.57668736;0.047479321660736845;0.010117322105263157;35.8811313681739;0.5889063477516174
32800.0;2.7233318702205;1344.5820033320958;0.58083328;0.04777775210913158;0.010190057543859649;36.35506562015506;0.5942575931549072
33000.0;2.7397936788255004;1353.4258408747519;0.58508032;0.04806655576886843;0.01026456701754386;36.594186992745556;0.5996050238609314
33200.0;2.756804214384;1362.1900042053119;0.5935744;0.04836498621726316;0.01041358596491228;36.83115411873614;0.6049436330795288
33400.0;2.773266022989;1371.033841747968;0.5978214399999999;0.048653789877;0.01048809543859649;37.07027549132664;0.6102759838104248
33600.0;2.7897278315940004;1388.3231457728;0.60206848;0.04894259353673685;0.010562604912280702;37.53774700350806;0.6156008243560791
33800.0;2.8067383671525;1397.08730910336;0.60631552;0.04924102398513158;0.010637114385964912;37.77471412949864;0.6209156513214111
34000.0;2.8232001757575;1405.6921240097279;0.6147590399999999;0.04952982764486842;0.010785246315789473;38.00737276228939;0.626221776008606
34200.0;2.8402107113160002;1414.3766131281918;0.6190566399999999;0.04982825809326316;0.010860642807017543;38.24218564168006;0.6315179467201233
34400.0;2.856672519921;1431.825265577216;0.6234048;0.050117061753;0.010936926315789474;38.71396564706131;0.6368030309677124
34600.0;2.8736830554795003;1440.9877999682558;0.62780352;0.05041549220139474;0.011014096842105262;38.96170400605146;0.6420769095420837
34800.0;2.8901448640845;1450.4690312076798;0.6325056;0.050704295861131586;0.01109658947368421;39.21805935144127;0.6473397016525269
35000.0;2.9066066726895;1459.472217174528;0.64170752;0.050993099520868425;0.011258026666666665;39.4614892172316;0.6525901556015015
35200.0;2.9236172082480003;1468.4754031413759;0.64620736;0.051291529969263165;0.011336971228070175;39.70491908302192;0.6578270792961121
35400.0;2.940079016853;1485.9240555903998;0.6505555199999999;0.051580333629000004;0.011413254736842104;40.17669908840317;0.6630504131317139
