+---------------------------------------------------------+
|                                                         |
|           ////////                 ****///              |
|       ///////////////          ********////////         |
|   *//////////////////////   ***********////////////     |
|   *****//////////////////////**********////////////     |
|   *********//////////////////////******////////////     |
|   ************ /////////////////////** ////////////     |
|   ************    ////////////////     ////////////     |
|   ************        /////////        ////////////     |
|   ************            /            ////////////     |
|   ************                         ////////////     |
|   ************                         ////////////     |
|   ************                         ////////////     |
|   ************                         ////////////     |
|    ***********                         ///////////      |
|        *******                         //////           |
|             **                         //               |
|                                                         |
|         MaCh3D, Revolution in Material Testing          |
|     Made in Italy with passion for materials world      |
|                     Since Aug, 2020                     |
|                                                         |
+---------------------------------------------------------+
|             MaCh S/N:              |
|                 MaCh FW  version: 0.0.0                  |
|                 MaChWare version: 1.0.0                  |
+---------------------------------------------------------+

2023-06-05
11:25:12

+---------------------------------------------------------+
|                         ROUTINE                         |
+---------------------------------------------------------+

ID;;0
Name;;
Description;;
STR1 GF;;0.0010
STR2 GF;;0.0010
LOAD cpr th;(N);-4999
LOAD ext th;(N);4999
EXTS cpr th;(mm);0.00
EXTS ext th;(mm);0.00
STR1 cpr th;(mm/mm);0.00
STR1 ext th;(mm/mm);0.00
STR2 cpr th;(mm/mm);0.00
STR2 ext th;(mm/mm);0.00
TMP1 low th;(deg_C);0.0
TMP1 high th;(deg_C);0.0
TMP2 low th;(deg_C);0.0
TMP2 high th;(deg_C);0.0

+---------------------------------------------------------+
|                          DATA                           |
+---------------------------------------------------------+

TIME;DISP;LOAD;EXTS;ENC1;ENC2;STR1;STR2;TMP1;TMP2
-;-;ON;ON;ON;OFF;OFF;OFF;ON;OFF
(ms);(mm);(N);(mm);(mm);(mm);(mm/mm);(mm/mm);(deg_C);(deg_C)

134200;18.649;1657.63;2.22244;10.984;0;0;0;nan;0
134400;18.666;1657.70;2.22710;11.000;0;0;0;nan;0
134600;18.683;1658.92;2.23169;11.017;0;0;0;nan;0
134800;18.699;1656.62;2.23755;11.033;0;0;0;nan;0
135000;18.716;1656.34;2.24266;11.050;0;0;0;nan;0
135200;18.733;1660.14;2.24702;11.066;0;0;0;nan;0
135400;18.749;1659.92;2.24988;11.083;0;0;0;nan;0
135600;18.766;1660.43;2.25416;11.099;0;0;0;nan;0
135800;18.783;1660.43;2.26145;11.115;0;0;0;nan;0
136000;18.800;1661.58;2.26702;11.132;0;0;0;nan;0
136200;18.816;1661.36;2.27220;11.149;0;0;0;nan;0
136400;18.833;1661.29;2.27634;11.165;0;0;0;nan;0
136600;18.850;1662.43;2.28070;11.182;0;0;0;nan;0
136800;18.866;1664.30;2.28521;11.198;0;0;0;nan;0
137000;18.883;1662.87;2.28987;11.214;0;0;0;nan;0
137200;18.900;1662.94;2.29611;11.231;0;0;0;nan;0
137400;18.916;1663.80;2.30055;11.248;0;0;0;nan;0
137600;18.933;1665.95;2.30603;11.264;0;0;0;nan;0
137800;18.950;1665.81;2.31167;11.281;0;0;0;nan;0
138000;18.967;1664.66;2.31423;11.297;0;0;0;nan;0
138200;18.983;1666.96;2.31866;11.314;0;0;0;nan;0
138400;19.000;1665.67;2.32686;11.331;0;0;0;nan;0
138600;19.017;1666.74;2.33031;11.348;0;0;0;nan;0
138800;19.033;1667.10;2.33497;11.365;0;0;0;nan;0
139000;19.050;1668.82;2.34204;11.382;0;0;0;nan;0
139200;19.067;1666.10;2.34490;11.399;0;0;0;nan;0
139400;19.084;1667.46;2.34888;11.416;0;0;0;nan;0
139600;19.100;1670.55;2.35460;11.433;0;0;0;nan;0
139800;19.117;1669.97;2.36068;11.450;0;0;0;nan;0
140000;19.134;1671.27;2.36384;11.468;0;0;0;nan;0
140200;19.151;1669.83;2.36986;11.485;0;0;0;nan;0
140400;19.167;1670.76;2.37422;11.501;0;0;0;nan;0
140600;19.184;1670.69;2.38113;11.518;0;0;0;nan;0
140800;19.201;1670.12;2.38647;11.534;0;0;0;nan;0
141000;19.218;1670.40;2.39248;11.551;0;0;0;nan;0
141200;19.234;1670.33;2.39564;11.567;0;0;0;nan;0
141400;19.251;1671.63;2.40180;11.584;0;0;0;nan;0
141600;19.268;1670.12;2.40391;11.601;0;0;0;nan;0
141800;19.284;1671.91;2.41120;11.617;0;0;0;nan;0
142000;19.301;1672.63;2.41579;11.634;0;0;0;nan;0
142200;19.318;1672.70;2.41909;11.650;0;0;0;nan;0
142400;19.334;1673.78;2.42458;11.666;0;0;0;nan;0
142600;19.351;1673.78;2.43127;11.683;0;0;0;nan;0
142800;19.368;1674.21;2.43646;11.700;0;0;0;nan;0
143000;19.385;1676.14;2.44180;11.717;0;0;0;nan;0
143200;19.401;1676.50;2.44480;11.733;0;0;0;nan;0
143400;19.418;1677.58;2.45052;11.750;0;0;0;nan;0
143600;19.435;1676.29;2.45600;11.766;0;0;0;nan;0
143800;19.452;1675.86;2.45961;11.782;0;0;0;nan;0
144000;19.469;1677.22;2.46548;11.799;0;0;0;nan;0
144200;19.485;1677.51;2.46848;11.815;0;0;0;nan;0
144400;19.502;1679.30;2.47735;11.832;0;0;0;nan;0
144600;19.519;1679.38;2.48074;11.848;0;0;0;nan;0
144800;19.535;1677.65;2.48592;11.864;0;0;0;nan;0
145000;19.552;1676.93;2.49013;11.881;0;0;0;nan;0
145200;19.569;1679.59;2.49615;11.896;0;0;0;nan;0
145400;19.585;1680.59;2.49945;11.913;0;0;0;nan;0
145600;19.602;1679.02;2.50434;11.930;0;0;0;nan;0
145800;19.619;1679.08;2.51088;11.946;0;0;0;nan;0
146000;19.635;1680.09;2.51607;11.963;0;0;0;nan;0
146200;19.652;1680.02;2.52080;11.980;0;0;0;nan;0
146400;19.669;1679.23;2.52479;11.997;0;0;0;nan;0
146600;19.686;1682.68;2.53155;12.013;0;0;0;nan;0
146800;19.702;1680.31;2.53539;12.030;0;0;0;nan;0
147000;19.719;1683.17;2.54215;12.046;0;0;0;nan;0
147200;19.736;1683.04;2.54471;12.063;0;0;0;nan;0
147400;19.752;1680.59;2.55193;12.079;0;0;0;nan;0
147600;19.769;1682.68;2.55478;12.095;0;0;0;nan;0
147800;19.786;1683.25;2.56343;12.112;0;0;0;nan;0
148000;19.803;1682.68;2.56531;12.129;0;0;0;nan;0
148200;19.819;1684.18;2.57433;12.146;0;0;0;nan;0
148400;19.836;1684.18;2.57681;12.162;0;0;0;nan;0
148600;19.853;1683.89;2.58290;12.179;0;0;0;nan;0
148800;19.870;1684.47;2.58673;12.195;0;0;0;nan;0
149000;19.887;1683.97;2.59260;12.212;0;0;0;nan;0
149200;19.904;1686.12;2.59778;12.229;0;0;0;nan;0
149400;19.920;1683.32;2.60289;12.246;0;0;0;nan;0
149600;19.937;1685.90;2.60966;12.262;0;0;0;nan;0
149800;19.954;1687.05;2.61575;12.279;0;0;0;nan;0
150000;19.971;1687.20;2.61815;12.295;0;0;0;nan;0
150200;19.987;1687.05;2.62552;12.312;0;0;0;nan;0
150400;20.004;1686.98;2.62785;12.328;0;0;0;nan;0
150600;20.021;1686.62;2.63454;12.345;0;0;0;nan;0
150800;20.037;1685.76;2.63830;12.362;0;0;0;nan;0
151000;20.054;1684.98;2.64424;12.378;0;0;0;nan;0
151200;20.071;1688.77;2.64973;12.395;0;0;0;nan;0
151400;20.087;1685.83;2.65401;12.412;0;0;0;nan;0
151600;20.104;1687.13;2.65882;12.429;0;0;0;nan;0
151800;20.121;1688.70;2.66506;12.446;0;0;0;nan;0
152000;20.137;1687.92;2.66830;12.463;0;0;0;nan;0
152200;20.154;1690.07;2.67469;12.480;0;0;0;nan;0
152400;20.171;1690.14;2.67905;12.496;0;0;0;nan;0
152600;20.188;1688.99;2.68408;12.513;0;0;0;nan;0
152800;20.204;1691.86;2.68897;12.530;0;0;0;nan;0
153000;20.221;1690.14;2.69634;12.546;0;0;0;nan;0
153200;20.238;1690.93;2.70130;12.562;0;0;0;nan;0
153400;20.255;1691.22;2.70596;12.580;0;0;0;nan;0
153600;20.271;1691.22;2.71002;12.596;0;0;0;nan;0
153800;20.288;1691.29;2.71663;12.611;0;0;0;nan;0
154000;20.305;1691.94;2.72092;12.628;0;0;0;nan;0
154200;20.321;1693.01;2.72798;12.645;0;0;0;nan;0
154400;20.338;1691.79;2.73182;12.661;0;0;0;nan;0
154600;20.355;1695.02;2.73896;12.678;0;0;0;nan;0
154800;20.371;1695.31;2.74279;12.694;0;0;0;nan;0
155000;20.388;1693.22;2.74858;12.711;0;0;0;nan;0
155200;20.405;1695.31;2.75317;12.728;0;0;0;nan;0
155400;20.422;1695.59;2.75933;12.744;0;0;0;nan;0
155600;20.438;1692.43;2.76339;12.761;0;0;0;nan;0
155800;20.455;1693.37;2.76783;12.777;0;0;0;nan;0
156000;20.472;1695.67;2.77534;12.794;0;0;0;nan;0
156200;20.489;1694.45;2.77722;12.810;0;0;0;nan;0
156400;20.506;1694.80;2.78339;12.827;0;0;0;nan;0
156600;20.522;1697.10;2.79000;12.844;0;0;0;nan;0
156800;20.539;1693.94;2.79534;12.862;0;0;0;nan;0
157000;20.556;1696.96;2.80210;12.878;0;0;0;nan;0
157200;20.572;1695.02;2.80677;12.896;0;0;0;nan;0
157400;20.589;1696.52;2.81188;12.912;0;0;0;nan;0
157600;20.606;1694.01;2.81706;12.930;0;0;0;nan;0
157800;20.623;1696.17;2.82285;12.947;0;0;0;nan;0
158000;20.639;1696.24;2.82466;12.964;0;0;0;nan;0
158200;20.656;1698.89;2.83338;12.981;0;0;0;nan;0
158400;20.673;1697.53;2.83744;12.998;0;0;0;nan;0
158600;20.689;1698.75;2.84285;13.014;0;0;0;nan;0
158800;20.706;1697.39;2.84901;13.031;0;0;0;nan;0
159000;20.723;1698.75;2.85510;13.048;0;0;0;nan;0
159200;20.740;1698.32;2.86067;13.064;0;0;0;nan;0
159400;20.756;1698.39;2.86585;13.081;0;0;0;nan;0
159600;20.773;1699.47;2.86991;13.098;0;0;0;nan;0
159800;20.790;1701.41;2.87728;13.115;0;0;0;nan;0
160000;20.807;1697.53;2.88066;13.131;0;0;0;nan;0
160200;20.823;1698.46;2.88577;13.148;0;0;0;nan;0
160400;20.840;1698.39;2.89186;13.164;0;0;0;nan;0
160600;20.857;1699.90;2.89825;13.181;0;0;0;nan;0
160800;20.874;1696.74;2.90351;13.198;0;0;0;nan;0
161000;20.890;1699.54;2.90524;13.215;0;0;0;nan;0
161200;20.907;1699.11;2.91329;13.232;0;0;0;nan;0
161400;20.924;1701.12;2.91772;13.249;0;0;0;nan;0
161600;20.941;1701.62;2.92547;13.265;0;0;0;nan;0
161800;20.957;1700.18;2.92817;13.281;0;0;0;nan;0
162000;20.974;1701.84;2.93396;13.298;0;0;0;nan;0
162200;20.991;1702.05;2.93847;13.315;0;0;0;nan;0
162400;21.007;1701.12;2.94494;13.332;0;0;0;nan;0
162600;21.024;1701.55;2.94922;13.348;0;0;0;nan;0
162800;21.041;1701.84;2.95531;13.365;0;0;0;nan;0
163000;21.057;1700.91;2.95832;13.382;0;0;0;nan;0
163200;21.074;1704.35;2.96651;13.399;0;0;0;nan;0
163400;21.091;1701.69;2.97170;13.417;0;0;0;nan;0
163600;21.107;1701.76;2.97703;13.434;0;0;0;nan;0
163800;21.124;1702.27;2.98162;13.451;0;0;0;nan;0
164000;21.141;1701.48;2.98733;13.468;0;0;0;nan;0
164200;21.157;1703.78;2.99478;13.485;0;0;0;nan;0
164400;21.174;1702.34;2.99868;13.501;0;0;0;nan;0
164600;21.191;1704.06;3.00628;13.518;0;0;0;nan;0
164800;21.208;1702.48;3.00748;13.535;0;0;0;nan;0
165000;21.224;1704.21;3.01710;13.552;0;0;0;nan;0
165200;21.241;1704.27;3.02109;13.568;0;0;0;nan;0
165400;21.258;1706.72;3.02702;13.585;0;0;0;nan;0
165600;21.274;1704.13;3.03123;13.601;0;0;0;nan;0
165800;21.291;1704.21;3.03672;13.618;0;0;0;nan;0
166000;21.308;1704.49;3.04304;13.635;0;0;0;nan;0
166200;21.325;1703.63;3.04710;13.652;0;0;0;nan;0
166400;21.342;1704.42;3.05243;13.669;0;0;0;nan;0
166600;21.358;1704.21;3.05800;13.686;0;0;0;nan;0
166800;21.375;1705.93;3.06333;13.703;0;0;0;nan;0
167000;21.392;1704.78;3.06807;13.719;0;0;0;nan;0
167200;21.408;1706.79;3.07536;13.736;0;0;0;nan;0
167400;21.425;1703.06;3.08017;13.753;0;0;0;nan;0
167600;21.442;1705.06;3.08513;13.770;0;0;0;nan;0
167800;21.458;1706.14;3.09145;13.786;0;0;0;nan;0
168000;21.475;1707.65;3.09656;13.802;0;0;0;nan;0
168200;21.492;1707.57;3.10483;13.819;0;0;0;nan;0
168400;21.509;1704.57;3.11009;13.835;0;0;0;nan;0
168600;21.525;1707.72;3.11475;13.852;0;0;0;nan;0
168800;21.542;1709.30;3.11874;13.869;0;0;0;nan;0
169000;21.559;1706.21;3.12370;13.886;0;0;0;nan;0
169200;21.576;1705.72;3.13016;13.903;0;0;0;nan;0
169400;21.592;1707.22;3.13535;13.921;0;0;0;nan;0
169600;21.609;1708.58;3.14076;13.938;0;0;0;nan;0
169800;21.626;1707.44;3.14708;13.955;0;0;0;nan;0
170000;21.642;1707.36;3.14948;13.972;0;0;0;nan;0
170200;21.659;1708.44;3.15760;13.988;0;0;0;nan;0
170400;21.676;1709.02;3.16256;14.005;0;0;0;nan;0
170600;21.693;1708.66;3.16903;14.021;0;0;0;nan;0
170800;21.709;1710.02;3.17625;14.038;0;0;0;nan;0
171000;21.726;1708.44;3.17933;14.054;0;0;0;nan;0
171200;21.743;1708.87;3.18534;14.072;0;0;0;nan;0
171400;21.760;1706.57;3.18970;14.088;0;0;0;nan;0
171600;21.777;1706.36;3.19624;14.105;0;0;0;nan;0
171800;21.794;1708.01;3.20226;14.122;0;0;0;nan;0
172000;21.810;1708.72;3.20872;14.138;0;0;0;nan;0
172200;21.827;1709.73;3.21376;14.155;0;0;0;nan;0
172400;21.844;1710.81;3.21842;14.172;0;0;0;nan;0
172600;21.860;1709.80;3.22195;14.188;0;0;0;nan;0
172800;21.877;1711.45;3.22849;14.205;0;0;0;nan;0
173000;21.894;1710.95;3.23428;14.222;0;0;0;nan;0
173200;21.911;1709.51;3.24029;14.239;0;0;0;nan;0
173400;21.927;1711.31;3.24548;14.255;0;0;0;nan;0
173600;21.944;1709.51;3.25307;14.272;0;0;0;nan;0
173800;21.961;1709.16;3.25728;14.289;0;0;0;nan;0
174000;21.977;1710.23;3.26322;14.306;0;0;0;nan;0
174200;21.994;1713.32;3.26954;14.322;0;0;0;nan;0
174400;22.011;1712.24;3.27344;14.339;0;0;0;nan;0
174600;22.027;1710.95;3.28081;14.355;0;0;0;nan;0
174800;22.044;1712.60;3.28397;14.372;0;0;0;nan;0
175000;22.061;1711.74;3.28983;14.389;0;0;0;nan;0
175200;22.078;1711.17;3.29637;14.406;0;0;0;nan;0
175400;22.094;1711.89;3.30246;14.424;0;0;0;nan;0
175600;22.111;1711.67;3.30637;14.441;0;0;0;nan;0
175800;22.128;1712.32;3.31254;14.458;0;0;0;nan;0
176000;22.145;1710.38;3.31780;14.475;0;0;0;nan;0
176200;22.161;1711.96;3.32238;14.491;0;0;0;nan;0
176400;22.178;1712.96;3.32998;14.508;0;0;0;nan;0
176600;22.195;1711.24;3.33494;14.525;0;0;0;nan;0
176800;22.211;1712.46;3.34005;14.542;0;0;0;nan;0
177000;22.228;1713.53;3.34967;14.558;0;0;0;nan;0
177200;22.245;1712.46;3.35350;14.574;0;0;0;nan;0
177400;22.261;1714.40;3.35726;14.591;0;0;0;nan;0
177600;22.278;1712.46;3.36456;14.607;0;0;0;nan;0
177800;22.295;1714.75;3.36831;14.624;0;0;0;nan;0
178000;22.311;1712.32;3.37388;14.641;0;0;0;nan;0
178200;22.328;1711.02;3.37929;14.657;0;0;0;nan;0
178400;22.345;1713.89;3.38523;14.674;0;0;0;nan;0
178600;22.362;1713.96;3.39079;14.690;0;0;0;nan;0
178800;22.378;1712.38;3.39545;14.707;0;0;0;nan;0
179000;22.395;1713.32;3.40207;14.724;0;0;0;nan;0
179200;22.412;1714.61;3.40974;14.740;0;0;0;nan;0
179400;22.429;1712.38;3.41244;14.757;0;0;0;nan;0
179600;22.445;1712.60;3.41846;14.774;0;0;0;nan;0
179800;22.462;1712.10;3.42319;14.790;0;0;0;nan;0
180000;22.479;1713.82;3.42996;14.807;0;0;0;nan;0
180200;22.496;1712.81;3.43559;14.824;0;0;0;nan;0
180400;22.512;1714.97;3.44401;14.840;0;0;0;nan;0
180600;22.529;1713.61;3.44665;14.857;0;0;0;nan;0
180800;22.546;1713.68;3.45394;14.874;0;0;0;nan;0
181000;22.563;1714.11;3.45852;14.891;0;0;0;nan;0
181200;22.580;1716.12;3.46236;14.909;0;0;0;nan;0
181400;22.596;1714.40;3.47040;14.926;0;0;0;nan;0
181600;22.613;1715.11;3.47679;14.943;0;0;0;nan;0
181800;22.630;1714.68;3.48333;14.960;0;0;0;nan;0
182000;22.647;1713.82;3.48987;14.977;0;0;0;nan;0
182200;22.664;1713.47;3.49468;14.994;0;0;0;nan;0
182400;22.680;1714.75;3.50077;15.010;0;0;0;nan;0
182600;22.697;1713.89;3.50438;15.027;0;0;0;nan;0
182800;22.714;1715.04;3.51032;15.043;0;0;0;nan;0
183000;22.730;1716.19;3.51535;15.060;0;0;0;nan;0
183200;22.747;1713.11;3.52144;15.076;0;0;0;nan;0
183400;22.764;1714.32;3.52798;15.093;0;0;0;nan;0
183600;22.780;1714.90;3.53347;15.109;0;0;0;nan;0
183800;22.797;1715.19;3.53971;15.126;0;0;0;nan;0
184000;22.814;1712.89;3.54595;15.143;0;0;0;nan;0
184200;22.831;1714.75;3.55114;15.159;0;0;0;nan;0
184400;22.848;1716.12;3.55678;15.176;0;0;0;nan;0
184600;22.864;1715.19;3.56249;15.192;0;0;0;nan;0
184800;22.881;1712.17;3.56835;15.209;0;0;0;nan;0
185000;22.898;1714.90;3.57422;15.226;0;0;0;nan;0
185200;22.915;1716.47;3.57903;15.242;0;0;0;nan;0
185400;22.931;1714.97;3.58346;15.259;0;0;0;nan;0
185600;22.948;1714.97;3.59151;15.275;0;0;0;nan;0
185800;22.965;1714.54;3.59677;15.292;0;0;0;nan;0
186000;22.981;1714.97;3.60376;15.308;0;0;0;nan;0
186200;22.998;1716.26;3.60887;15.325;0;0;0;nan;0
186400;23.015;1715.83;3.61278;15.341;0;0;0;nan;0
186600;23.032;1716.19;3.61834;15.358;0;0;0;nan;0
186800;23.048;1714.83;3.62526;15.375;0;0;0;nan;0
187000;23.065;1714.97;3.63323;15.392;0;0;0;nan;0
187200;23.082;1716.91;3.63593;15.410;0;0;0;nan;0
187400;23.099;1715.98;3.64142;15.427;0;0;0;nan;0
187600;23.115;1715.40;3.64668;15.444;0;0;0;nan;0
187800;23.132;1716.47;3.65631;15.461;0;0;0;nan;0
188000;23.149;1714.83;3.65894;15.478;0;0;0;nan;0
188200;23.165;1716.62;3.66886;15.495;0;0;0;nan;0
188400;23.182;1716.19;3.67262;15.512;0;0;0;nan;0
188600;23.199;1717.05;3.67765;15.528;0;0;0;nan;0
188800;23.216;1717.55;3.68555;15.545;0;0;0;nan;0
189000;23.232;1714.90;3.68893;15.562;0;0;0;nan;0
189200;23.249;1715.90;3.69600;15.578;0;0;0;nan;0
189400;23.266;1715.40;3.70051;15.595;0;0;0;nan;0
189600;23.283;1716.19;3.70554;15.612;0;0;0;nan;0
189800;23.299;1715.62;3.71103;15.628;0;0;0;nan;0
190000;23.316;1716.33;3.71923;15.645;0;0;0;nan;0
190200;23.333;1715.62;3.72389;15.661;0;0;0;nan;0
190400;23.350;1716.05;3.73073;15.678;0;0;0;nan;0
190600;23.366;1716.83;3.73606;15.694;0;0;0;nan;0
190800;23.383;1715.26;3.74283;15.711;0;0;0;nan;0
191000;23.400;1715.40;3.74501;15.728;0;0;0;nan;0
191200;23.417;1715.40;3.75366;15.744;0;0;0;nan;0
191400;23.433;1715.90;3.75824;15.760;0;0;0;nan;0
191600;23.450;1717.77;3.76613;15.777;0;0;0;nan;0
191800;23.467;1717.34;3.76974;15.794;0;0;0;nan;0
192000;23.484;1716.77;3.77538;15.810;0;0;0;nan;0
192200;23.500;1716.12;3.78267;15.827;0;0;0;nan;0
192400;23.517;1716.55;3.78936;15.843;0;0;0;nan;0
192600;23.534;1716.55;3.79350;15.860;0;0;0;nan;0
192800;23.550;1716.98;3.79921;15.876;0;0;0;nan;0
193000;23.567;1718.77;3.80665;15.892;0;0;0;nan;0
193200;23.584;1717.13;3.81064;15.909;0;0;0;nan;0
193400;23.601;1718.77;3.81891;15.926;0;0;0;nan;0
193600;23.617;1717.92;3.82229;15.943;0;0;0;nan;0
193800;23.634;1717.19;3.82905;15.960;0;0;0;nan;0
194000;23.651;1716.69;3.83492;15.977;0;0;0;nan;0
194200;23.668;1718.27;3.84033;15.993;0;0;0;nan;0
194400;23.684;1718.27;3.84657;16.009;0;0;0;nan;0
194600;23.701;1717.98;3.85228;16.025;0;0;0;nan;0
194800;23.718;1717.77;3.85792;16.042;0;0;0;nan;0
195000;23.735;1718.77;3.86559;16.059;0;0;0;nan;0
195200;23.751;1716.05;3.87017;16.075;0;0;0;nan;0
195400;23.768;1716.33;3.87559;16.092;0;0;0;nan;0
195600;23.785;1717.55;3.88273;16.108;0;0;0;nan;0
195800;23.801;1717.48;3.89032;16.125;0;0;0;nan;0
196000;23.818;1716.83;3.89340;16.142;0;0;0;nan;0
196200;23.835;1718.49;3.90055;16.158;0;0;0;nan;0
196400;23.852;1718.63;3.90754;16.175;0;0;0;nan;0
196600;23.868;1717.26;3.91107;16.191;0;0;0;nan;0
196800;23.885;1717.26;3.91836;16.208;0;0;0;nan;0
197000;23.902;1717.55;3.92280;16.224;0;0;0;nan;0
197200;23.919;1717.48;3.92941;16.241;0;0;0;nan;0
197400;23.935;1717.13;3.93497;16.257;0;0;0;nan;0
197600;23.952;1718.63;3.94197;16.274;0;0;0;nan;0
197800;23.969;1717.34;3.94670;16.290;0;0;0;nan;0
198000;23.985;1717.70;3.95452;16.307;0;0;0;nan;0
198200;24.002;1718.34;3.95956;16.323;0;0;0;nan;0
198400;24.019;1718.20;3.96354;16.340;0;0;0;nan;0
198600;24.035;1716.62;3.96940;16.356;0;0;0;nan;0
198800;24.052;1717.05;3.97790;16.373;0;0;0;nan;0
199000;24.069;1718.56;3.98436;16.390;0;0;0;nan;0
199200;24.086;1715.33;3.98647;16.407;0;0;0;nan;0
199400;24.102;1719.56;3.99474;16.424;0;0;0;nan;0
199600;24.119;1715.90;4.00203;16.441;0;0;0;nan;0
199800;24.136;1719.13;4.00654;16.458;0;0;0;nan;0
200000;24.152;1720.14;4.01210;16.475;0;0;0;nan;0
200200;24.169;1718.41;4.01917;16.491;0;0;0;nan;0
200400;24.186;1718.92;4.02338;16.508;0;0;0;nan;0
200600;24.203;1719.49;4.03217;16.524;0;0;0;nan;0
200800;24.219;1718.13;4.03518;16.540;0;0;0;nan;0
201000;24.236;1718.99;4.04292;16.556;0;0;0;nan;0
201200;24.253;1719.13;4.04774;16.573;0;0;0;nan;0
201400;24.270;1715.69;4.05420;16.589;0;0;0;nan;0
201600;24.286;1718.92;4.06269;16.606;0;0;0;nan;0
201800;24.303;1718.63;4.06608;16.622;0;0;0;nan;0
202000;24.320;1716.33;4.07314;16.639;0;0;0;nan;0
202200;24.336;1718.34;4.07773;16.656;0;0;0;nan;0
202400;24.353;1718.92;4.08547;16.672;0;0;0;nan;0
202600;24.370;1719.06;4.09028;16.688;0;0;0;nan;0
202800;24.387;1718.92;4.09494;16.705;0;0;0;nan;0
203000;24.403;1718.13;4.10118;16.722;0;0;0;nan;0
203200;24.420;1718.56;4.10802;16.738;0;0;0;nan;0
203400;24.437;1717.34;4.11434;16.755;0;0;0;nan;0
203600;24.453;1718.05;4.11968;16.771;0;0;0;nan;0
203800;24.470;1717.48;4.12825;16.788;0;0;0;nan;0
204000;24.487;1718.63;4.13276;16.804;0;0;0;nan;0
204200;24.504;1719.28;4.13922;16.821;0;0;0;nan;0
204400;24.520;1719.42;4.14516;16.837;0;0;0;nan;0
204600;24.537;1719.28;4.15148;16.854;0;0;0;nan;0
204800;24.554;1719.92;4.15696;16.870;0;0;0;nan;0
205000;24.571;1717.55;4.16538;16.887;0;0;0;nan;0
205200;24.587;1719.20;4.17027;16.904;0;0;0;nan;0
205400;24.604;1718.20;4.17636;16.921;0;0;0;nan;0
205600;24.621;1717.84;4.18094;16.938;0;0;0;nan;0
205800;24.637;1717.55;4.18906;16.955;0;0;0;nan;0
206000;24.654;1718.13;4.19297;16.971;0;0;0;nan;0
206200;24.671;1719.56;4.19868;16.989;0;0;0;nan;0
206400;24.688;1716.33;4.20560;17.005;0;0;0;nan;0
206600;24.704;1719.77;4.21094;17.021;0;0;0;nan;0
206800;24.721;1718.13;4.21650;17.038;0;0;0;nan;0
207000;24.738;1719.06;4.22364;17.054;0;0;0;nan;0
207200;24.754;1718.41;4.23071;17.071;0;0;0;nan;0
207400;24.771;1719.35;4.23605;17.087;0;0;0;nan;0
207600;24.788;1717.34;4.24251;17.104;0;0;0;nan;0
207800;24.804;1717.55;4.24815;17.120;0;0;0;nan;0
208000;24.821;1716.83;4.25334;17.137;0;0;0;nan;0
208200;24.838;1717.41;4.26288;17.153;0;0;0;nan;0
208400;24.855;1718.34;4.26694;17.170;0;0;0;nan;0
208600;24.872;1717.13;4.27371;17.186;0;0;0;nan;0
208800;24.888;1719.49;4.27987;17.204;0;0;0;nan;0
209000;24.905;1717.62;4.28596;17.220;0;0;0;nan;0
209200;24.922;1718.92;4.29265;17.237;0;0;0;nan;0
209400;24.939;1715.47;4.29776;17.253;0;0;0;nan;0
209600;24.955;1718.13;4.30363;17.270;0;0;0;nan;0
209800;24.972;1717.26;4.31152;17.286;0;0;0;nan;0
210000;24.989;1720.28;4.31866;17.303;0;0;0;nan;0
210200;25.006;1717.19;4.32227;17.320;0;0;0;nan;0
210400;25.022;1717.48;4.33001;17.337;0;0;0;nan;0
210600;25.039;1719.99;4.33595;17.354;0;0;0;nan;0
210800;25.056;1719.28;4.34189;17.370;0;0;0;nan;0
211000;25.072;1717.19;4.34851;17.387;0;0;0;nan;0
211200;25.089;1717.77;4.35279;17.405;0;0;0;nan;0
211400;25.106;1718.99;4.36068;17.422;0;0;0;nan;0
211600;25.123;1718.13;4.36632;17.438;0;0;0;nan;0
211800;25.139;1717.34;4.37136;17.456;0;0;0;nan;0
212000;25.156;1717.55;4.37933;17.473;0;0;0;nan;0
212200;25.173;1717.26;4.38399;17.489;0;0;0;nan;0
212400;25.189;1718.41;4.39053;17.506;0;0;0;nan;0
212600;25.206;1719.42;4.39714;17.523;0;0;0;nan;0
212800;25.223;1716.77;4.40271;17.540;0;0;0;nan;0
213000;25.240;1718.27;4.40864;17.556;0;0;0;nan;0
213200;25.256;1717.77;4.41571;17.573;0;0;0;nan;0
213400;25.273;1717.05;4.42030;17.589;0;0;0;nan;0
213600;25.290;1716.69;4.42766;17.606;0;0;0;nan;0
213800;25.306;1717.26;4.43405;17.623;0;0;0;nan;0
214000;25.323;1717.19;4.44165;17.639;0;0;0;nan;0
214200;25.340;1717.41;4.44796;17.656;0;0;0;nan;0
214400;25.357;1716.19;4.45390;17.672;0;0;0;nan;0
214600;25.374;1717.05;4.45999;17.689;0;0;0;nan;0
214800;25.390;1717.34;4.46713;17.706;0;0;0;nan;0
215000;25.407;1718.27;4.47292;17.722;0;0;0;nan;0
215200;25.424;1716.77;4.47833;17.740;0;0;0;nan;0
215400;25.441;1717.98;4.48472;17.756;0;0;0;nan;0
215600;25.457;1718.13;4.49081;17.773;0;0;0;nan;0
215800;25.474;1717.62;4.49795;17.789;0;0;0;nan;0
216000;25.491;1717.34;4.50374;17.805;0;0;0;nan;0
